iter	Logloss
1514	0.4009099772
1515	0.4008362676
1516	0.400766016
1517	0.4006869288
1518	0.4005421436
1519	0.4004344603
1520	0.4003623047
1521	0.4002391005
1522	0.4000717551
1523	0.3999715673
1524	0.39992449
1525	0.3998654645
1526	0.3997327777
1527	0.399654869
1528	0.3995497017
1529	0.3994567806
1530	0.3993420984
1531	0.3992856193
1532	0.3992170854
1533	0.3992151201
1534	0.3991117492
1535	0.3990651252
1536	0.3990638448
1537	0.3989650697
1538	0.3988594502
1539	0.3987849851
1540	0.3986570617
1541	0.3985811523
1542	0.3985076902
1543	0.3984129594
1544	0.3982820714
1545	0.3981890938
1546	0.3981044323
1547	0.3979788318
1548	0.3979749445
1549	0.3978696641
1550	0.3977911222
1551	0.3976918825
1552	0.3975611415
1553	0.3975343574
1554	0.3974311393
1555	0.3973787461
1556	0.3973774239
1557	0.3972527387
1558	0.3971578071
1559	0.3970101457
1560	0.3970088736
1561	0.3969433413
1562	0.3968535225
1563	0.3967961488
1564	0.3966712086
1565	0.3966092932
1566	0.3965826836
1567	0.3964704987
1568	0.3963965631
1569	0.3962683343
1570	0.3961663684
1571	0.3960885441
1572	0.3959876125
1573	0.3959145446
1574	0.3957574515
1575	0.3956859714
1576	0.3956843869
1577	0.3955719942
1578	0.3955460966
1579	0.3954919127
1580	0.395405959
1581	0.3952833059
1582	0.3952109403
1583	0.3951814535
1584	0.3950425543
1585	0.3950405883
1586	0.3949951946
1587	0.3949236038
1588	0.3949116188
1589	0.3949092143
1590	0.3948066472
1591	0.3947083282
1592	0.3946008632
1593	0.3945432584
1594	0.3944504347
1595	0.394329635
1596	0.3942771891
1597	0.3942070631
1598	0.3940747144
1599	0.3939737575
1600	0.393946854
1601	0.3938478274
1602	0.3936962697
1603	0.3936046805
1604	0.3935069116
1605	0.3934780218
1606	0.3934088529
1607	0.3933111789
1608	0.393234738
1609	0.3931722694
1610	0.3930759995
1611	0.3930060466
1612	0.3929108352
1613	0.3928166058
1614	0.392729713
1615	0.3926394809
1616	0.3925502484
1617	0.3923931964
1618	0.3923031301
1619	0.3922558385
1620	0.3921275692
1621	0.3920256697
1622	0.3919434857
1623	0.3918686696
1624	0.3917395343
1625	0.3917375859
1626	0.391664038
1627	0.391555381
1628	0.3914363163
1629	0.3913841942
1630	0.3913179667
1631	0.3912503644
1632	0.3911568114
1633	0.3911545105
1634	0.3910618892
1635	0.3910103845
1636	0.3909227951
1637	0.3908265342
1638	0.3908076134
1639	0.3907409085
1640	0.3905746666
1641	0.3905069885
1642	0.3903970512
1643	0.3903134587
1644	0.390252237
1645	0.390250743
1646	0.3901278064
1647	0.3900451314
1648	0.3899893159
1649	0.3899028528
1650	0.3897757187
1651	0.389654349
1652	0.389631703
1653	0.3895575757
1654	0.3895416767
1655	0.3894202703
1656	0.3893730158
1657	0.3892588852
1658	0.3891685561
1659	0.3891066248
1660	0.3890221071
1661	0.3889198471
1662	0.3888079415
1663	0.3886705954
1664	0.3885754059
1665	0.3884860435
1666	0.3884394427
1667	0.3883510907
1668	0.3882400754
1669	0.3881877807
1670	0.3881000117
1671	0.3880516678
1672	0.3880067616
1673	0.3879106574
1674	0.387838196
1675	0.3877508848
1676	0.3876028257
1677	0.387465878
1678	0.3874413279
1679	0.3873790284
1680	0.3872839609
1681	0.3872012913
1682	0.3871283767
1683	0.387002375
1684	0.3869004458
1685	0.3868505784
1686	0.3867845346
1687	0.3867353538
1688	0.3867080638
1689	0.3866371412
1690	0.3866343346
1691	0.3866016251
1692	0.3864658308
1693	0.3864047478
1694	0.3863493134
1695	0.3862688556
1696	0.3862040073
1697	0.3860936006
1698	0.3860514917
1699	0.386003292
1700	0.3859200915
1701	0.3857870293
1702	0.3856560841
1703	0.3856116249
1704	0.385482809
1705	0.3853893468
1706	0.3853431068
1707	0.3853414492
1708	0.3852613575
1709	0.3851755586
1710	0.3851513698
1711	0.3850694958
1712	0.3849844284
1713	0.3848996841
1714	0.3848973587
1715	0.3848317045
1716	0.3846877659
1717	0.3845883512
1718	0.3845295681
1719	0.384465691
1720	0.3844416586
1721	0.3843582462
1722	0.3842407996
1723	0.3841778164
1724	0.3841175444
1725	0.3840156063
1726	0.3839464199
1727	0.3838698412
1728	0.3838161118
1729	0.3837581435
1730	0.3837110666
1731	0.3836692834
1732	0.3835700521
1733	0.3834904359
1734	0.3833754639
1735	0.3833129291
1736	0.3832558765
1737	0.3832447784
1738	0.3831470379
1739	0.3830299621
1740	0.3830276564
1741	0.3830260069
1742	0.3829820765
1743	0.3829800798
1744	0.3828993187
1745	0.3828864676
1746	0.3828412196
1747	0.3828081094
1748	0.3826673174
1749	0.3826571327
1750	0.382655848
1751	0.3825759871
1752	0.3825324136
1753	0.3824298919
1754	0.3824274968
1755	0.3823293782
1756	0.3822490193
1757	0.3822255604
1758	0.382095727
1759	0.3820209213
1760	0.3819418351
1761	0.3818055184
1762	0.3818042805
1763	0.3818030434
1764	0.3817812585
1765	0.3816796445
1766	0.381545464
1767	0.3814934874
1768	0.3814114419
1769	0.3813685524
1770	0.3813252026
1771	0.3812297818
1772	0.3812065841
1773	0.3812050801
1774	0.3811917384
1775	0.3811128041
1776	0.3810695319
1777	0.3809914637
1778	0.3809401685
1779	0.380912438
1780	0.3808279708
1781	0.3807362973
1782	0.3806932768
1783	0.3806240354
1784	0.3805465825
1785	0.3805453848
1786	0.3804433987
1787	0.3803279448
1788	0.3802313854
1789	0.3802157611
1790	0.380167856
1791	0.3801080343
1792	0.3800316334
1793	0.3800299026
1794	0.3799529413
1795	0.3798765095
1796	0.3798642033
1797	0.3797874629
1798	0.3797074604
1799	0.3796718845
1800	0.3795537908
1801	0.3794522058
1802	0.3794000234
1803	0.3793772559
1804	0.3792710929
1805	0.3791958081
1806	0.3791111474
1807	0.3791089547
1808	0.3790925484
1809	0.3789968105
1810	0.3789221827
1811	0.3788858907
1812	0.3788276035
1813	0.3787737288
1814	0.3787715383
1815	0.3787525558
1816	0.3786463913
1817	0.3785761891
1818	0.378533055
1819	0.3784905686
1820	0.3784890693
1821	0.3784878309
1822	0.3784466813
1823	0.3783575176
1824	0.3782482665
1825	0.3781952996
1826	0.3780583115
1827	0.3779478135
1828	0.377841584
1829	0.3778397671
1830	0.3777975446
1831	0.3777604139
1832	0.377759199
1833	0.3776277681
1834	0.3775209051
1835	0.37747897
1836	0.3774060969
1837	0.3772711334
1838	0.3771621681
1839	0.3771376347
1840	0.3770590409
1841	0.3770290741
1842	0.37700689
1843	0.3768742052
1844	0.3768720353
1845	0.3768037814
1846	0.376729641
1847	0.3766734473
1848	0.3766511811
1849	0.3765770399
1850	0.3765432776
1851	0.3764821747
1852	0.3764088745
1853	0.3763161031
1854	0.3763138794
1855	0.3762619989
1856	0.3761947523
1857	0.3761926816
1858	0.3761904626
1859	0.3761507158
1860	0.376062962
1861	0.37604125
1862	0.3759343057
1863	0.3758617479
1864	0.3757979109
1865	0.3757769465
1866	0.3757518951
1867	0.3757499753
1868	0.375748455
1869	0.3756930971
1870	0.3756212609
1871	0.3756034618
1872	0.375510287
1873	0.3754386588
1874	0.3753664807
1875	0.3753652822
1876	0.3753182806
1877	0.3752355175
1878	0.3751787902
1879	0.3750722878
1880	0.3750506856
1881	0.3750066059
1882	0.3750051194
1883	0.3750029276
1884	0.3749448581
1885	0.3749234327
1886	0.3748728932
1887	0.3747836797
1888	0.374674807
1889	0.3746046409
1890	0.3745545777
1891	0.3745135423
1892	0.3745116788
1893	0.3744519072
1894	0.3743808864
1895	0.3743200011
1896	0.3743001468
1897	0.3742487701
1898	0.3742117091
1899	0.3741162312
1900	0.3741139205
1901	0.3740535985
1902	0.3740283724
1903	0.3739788541
1904	0.3739026277
1905	0.3739010354
1906	0.3738622398
1907	0.3738219357
1908	0.3737465517
1909	0.3737268665
1910	0.3736067107
1911	0.3734758732
1912	0.3734743949
1913	0.3733882158
1914	0.373367392
1915	0.3732759804
1916	0.3732589793
1917	0.3731300955
1918	0.3730423799
1919	0.3729737909
1920	0.3728880483
1921	0.3728026637
1922	0.3727253946
1923	0.3726408638
1924	0.3725716179
1925	0.3725510316
1926	0.3724275313
1927	0.3723869622
1928	0.3723753991
1929	0.3723332627
1930	0.3722918814
1931	0.3722897338
1932	0.3722187838
1933	0.3721874764
1934	0.3721518077
1935	0.3721496637
1936	0.3720643387
1937	0.3719738819
1938	0.3719724025
1939	0.3719401379
1940	0.3719201471
1941	0.371831414
1942	0.3717940692
1943	0.3717459023
1944	0.3716921626
1945	0.371623995
1946	0.3716076552
1947	0.3714791973
1948	0.3714233213
1949	0.3713692385
1950	0.3713233183
1951	0.3713103669
1952	0.371290352
1953	0.3712362616
1954	0.3712240356
1955	0.3711851296
1956	0.3711484956
1957	0.3711010278
1958	0.3710575462
1959	0.3710554333
1960	0.3709968387
1961	0.3709572198
1962	0.3709035342
1963	0.3708232538
1964	0.3707317299
1965	0.3706290122
1966	0.3706169102
1967	0.3706157741
1968	0.3705334821
1969	0.3704772559
1970	0.3703875548
1971	0.3703196251
1972	0.3702813139
1973	0.370199696
1974	0.3701421785
1975	0.3700971401
1976	0.3699473594
1977	0.3699004062
1978	0.3698534207
1979	0.36976363
1980	0.369696921
1981	0.3695716063
1982	0.369500496
1983	0.3694844905
1984	0.3693812965
1985	0.3693008966
1986	0.3691992029
1987	0.3690986828
1988	0.3690291507
1989	0.3689863941
1990	0.3688596499
1991	0.3687876849
1992	0.3687216485
1993	0.3686792356
1994	0.3686370342
1995	0.3685915986
1996	0.3685697718
1997	0.3685420414
1998	0.3684627282
1999	0.3684610358
2000	0.3684589462
2001	0.3683708873
2002	0.3683687987
2003	0.3682902393
2004	0.3682527237
2005	0.368251576
2006	0.3682161897
2007	0.3682148054
2008	0.3682094748
2009	0.3681954933
2010	0.3681623421
2011	0.3681608458
2012	0.3681188722
2013	0.3680410975
2014	0.3680041555
2015	0.3680030357
2016	0.3679321099
2017	0.3678961681
2018	0.367825997
2019	0.3677816631
2020	0.3677377856
2021	0.3677359627
2022	0.3676337337
2023	0.3676101494
2024	0.3675053016
2025	0.3675038594
2026	0.36750249
2027	0.3674906123
2028	0.3674878236
2029	0.3674275918
2030	0.3674255341
2031	0.3673608963
2032	0.367295668
2033	0.3671863254
2034	0.3670718679
2035	0.3670110013
2036	0.3669345331
2037	0.3668775857
2038	0.3668360075
2039	0.3667589049
2040	0.3667574267
2041	0.3666525682
2042	0.3665687871
2043	0.3665673514
2044	0.3665239715
2045	0.3664565169
2046	0.3664021957
2047	0.3663481322
2048	0.3662382048
2049	0.3661833586
2050	0.36614478
2051	0.3661035488
2052	0.366047211
2053	0.3660259495
2054	0.3659032394
2055	0.3658881471
2056	0.3657852664
2057	0.3657335224
2058	0.3656834118
2059	0.3656381102
2060	0.365586277
2061	0.365522381
2062	0.365521264
2063	0.3654230944
2064	0.3653914124
2065	0.3653225005
2066	0.3652511515
2067	0.3652491048
2068	0.3652219319
2069	0.3652038918
2070	0.3651829195
2071	0.365085469
2072	0.3650522423
2073	0.3650216889
2074	0.3649769099
2075	0.3649015062
2076	0.3648646317
2077	0.3647686385
2078	0.3647506969
2079	0.3647198244
2080	0.3646146542
2081	0.3646098346
2082	0.364594145
2083	0.3645521665
2084	0.3645507153
2085	0.364476048
2086	0.3644155958
2087	0.3644134902
2088	0.3643500633
2089	0.3642761572
2090	0.364232671
2091	0.364159469
2092	0.3641475519
2093	0.3640883585
2094	0.3640158069
2095	0.3639856841
2096	0.36398413
2097	0.3639214994
2098	0.3638549921
2099	0.3638175375
2100	0.3638155272
2101	0.3637478978
2102	0.3637323644
2103	0.3637066784
2104	0.3636090727
2105	0.3635457035
2106	0.3634841148
2107	0.3634827467
2108	0.3634813821
2109	0.3634462755
2110	0.3634447474
2111	0.36340573
2112	0.363404378
2113	0.363284962
2114	0.3632452332
2115	0.3631715849
2116	0.3631468885
2117	0.3630852967
2118	0.3630698228
2119	0.3630375482
2120	0.3630274964
2121	0.3629794512
2122	0.3629082461
2123	0.3628422115
2124	0.3627429167
2125	0.362705233
2126	0.3626156184
2127	0.3625082349
2128	0.3624474266
2129	0.3624222213
2130	0.3623925288
2131	0.3623905294
2132	0.3623889705
2133	0.3623134563
2134	0.3622722243
2135	0.3622529655
2136	0.3621825116
2137	0.3621703647
2138	0.3621607088
2139	0.362159359
2140	0.3621419884
2141	0.3620810809
2142	0.3620207662
2143	0.361911252
2144	0.3619101392
2145	0.3618324913
2146	0.3617626989
2147	0.3617030309
2148	0.3616001495
2149	0.3615310601
2150	0.3615056392
2151	0.3614648474
2152	0.361405041
2153	0.3613779248
2154	0.3613587862
2155	0.3613297048
2156	0.3613161088
2157	0.3613140514
2158	0.3613127116
2159	0.3613107354
2160	0.3612516746
2161	0.3612318866
2162	0.3611742612
2163	0.3611387177
2164	0.361133098
2165	0.3611316717
2166	0.3610821738
2167	0.3610229938
2168	0.3609648869
2169	0.3609244023
2170	0.3608575873
2171	0.3607776383
2172	0.3607038373
2173	0.3607025057
2174	0.3605778424
2175	0.3605491186
2176	0.3604701777
2177	0.3604086849
2178	0.3604073602
2179	0.3604057685
2180	0.3604046942
2181	0.360347678
2182	0.3603391509
2183	0.3602826367
2184	0.3602425152
2185	0.3602306495
2186	0.3602020314
2187	0.3601377868
2188	0.3600793325
2189	0.3600777758
2190	0.359978679
2191	0.3599772165
2192	0.359926663
2193	0.3598870355
2194	0.3598739982
2195	0.3598160207
2196	0.3596972664
2197	0.3596769408
2198	0.3596401004
2199	0.3595843622
2200	0.359579883
2201	0.3595145596
2202	0.3595033223
2203	0.3594112368
2204	0.359353917
2205	0.359335119
2206	0.3593331865
2207	0.3592658921
2208	0.3591952129
2209	0.3591313643
2210	0.3590967212
2211	0.3590947922
2212	0.3590760829
2213	0.359074575
2214	0.3590137099
2215	0.3589772391
2216	0.3589753196
2217	0.3588924468
2218	0.3588323744
2219	0.3588311423
2220	0.3587777838
2221	0.3587014873
2222	0.3586995665
2223	0.3586157855
2224	0.3585650694
2225	0.3585140444
2226	0.3584867109
2227	0.3584854267
2228	0.35846752
2229	0.3583729667
2230	0.3583324018
2231	0.3582835676
2232	0.3581713789
2233	0.3581523361
2234	0.3581204752
2235	0.3580335533
2236	0.3580322765
2237	0.3579964483
2238	0.357914231
2239	0.3578958543
2240	0.357779551
2241	0.3577661166
2242	0.3577099236
2243	0.3576700743
2244	0.3576677865
2245	0.3576657886
2246	0.357664751
2247	0.3576308276
2248	0.3575957231
2249	0.3575026816
2250	0.3574454418
2251	0.3574444054
2252	0.3573530229
2253	0.3573170395
2254	0.3572808274
2255	0.3572718714
2256	0.3571575417
2257	0.3571155746
2258	0.357049492
2259	0.3570484378
2260	0.3569893526
2261	0.3569442094
2262	0.3568889992
2263	0.3568736815
2264	0.3568710543
2265	0.3568433222
2266	0.3567796543
2267	0.3567522495
2268	0.3567397537
2269	0.3566593705
2270	0.3565908654
2271	0.3565893719
2272	0.3565268563
2273	0.3565256405
2274	0.3564925832
2275	0.3564119933
2276	0.3563757206
2277	0.3562832367
2278	0.3561798841
2279	0.3560873423
2280	0.3560242165
2281	0.3559968666
2282	0.3559425056
2283	0.3558774669
2284	0.3558276487
2285	0.3558091109
2286	0.355734115
2287	0.3556876311
2288	0.3556863591
2289	0.3556844804
2290	0.3556393029
2291	0.3556377859
2292	0.3556365171
2293	0.3556343634
2294	0.3555462226
2295	0.3555201068
2296	0.3554069314
2297	0.3553193735
2298	0.3552805741
2299	0.3552421638
2300	0.3552401757
2301	0.3551763808
2302	0.3551141229
2303	0.3551128551
2304	0.3550571966
2305	0.3550020641
2306	0.3550005989
2307	0.3549565611
2308	0.354944241
2309	0.3548329672
2310	0.3548193806
2311	0.3547682312
2312	0.3547663542
2313	0.3547284092
2314	0.3546992609
2315	0.3546684194
2316	0.3546585576
2317	0.3545945068
2318	0.3545926386
2319	0.3544830366
2320	0.3543957787
2321	0.3543598615
2322	0.3543476835
2323	0.3542849182
2324	0.354283748
2325	0.3542291103
