iter	Logloss
365	0.5341746252
366	0.5341110743
367	0.53400878
368	0.5339585505
369	0.533891227
370	0.5338633127
371	0.5336812775
372	0.5332916576
373	0.5327356027
374	0.5326069392
375	0.5324939096
376	0.5324603609
377	0.5324306324
378	0.532289867
379	0.5322571219
380	0.5320121205
381	0.5319601054
382	0.5319204688
383	0.5318626339
384	0.531798394
385	0.5316809283
386	0.5314077358
387	0.5313123037
388	0.5311786479
389	0.5310813599
390	0.5310775986
391	0.5306950504
392	0.5306098692
393	0.5303961195
394	0.5301663199
395	0.5300817315
396	0.5300655337
397	0.5296830956
398	0.5295564824
399	0.5295149184
400	0.5294801502
401	0.5293964786
402	0.529337857
403	0.5292174381
404	0.5291022587
405	0.528997295
406	0.5289479541
407	0.5286323957
408	0.5286174574
409	0.5286036043
410	0.5285544543
411	0.5284093423
412	0.5278344487
413	0.5277313962
414	0.5272707999
415	0.5267688846
416	0.5267177874
417	0.5266797954
418	0.5266572709
419	0.5264730898
420	0.5264110607
421	0.5263093581
422	0.5260946768
423	0.5260654426
424	0.525935696
425	0.5258428796
426	0.5257814264
427	0.5257315153
428	0.5255997407
429	0.5254905178
430	0.5253396097
431	0.525304201
432	0.5252516215
433	0.5250663444
434	0.5248355421
435	0.5247600193
436	0.5244680196
437	0.5240126701
438	0.5238354929
439	0.5237605487
440	0.5237199345
441	0.5232134558
442	0.5231274965
443	0.5230020075
444	0.5228090904
445	0.5226913769
446	0.5224686108
447	0.5224403355
448	0.5224273184
449	0.5219926033
450	0.521723335
451	0.5216467837
452	0.5214878506
453	0.5214526273
454	0.5214034725
455	0.5212169075
456	0.5211157986
457	0.5206124883
458	0.5205868009
459	0.5205580378
460	0.5205146238
461	0.5204459809
462	0.5203186943
463	0.5201852702
464	0.5200807986
465	0.5196412673
466	0.5196026878
467	0.51951081
468	0.5193419084
469	0.5192037968
470	0.5187424103
471	0.5183579804
472	0.5183381232
473	0.5183325474
474	0.5181284225
475	0.5180862597
476	0.5176903978
477	0.5176392249
478	0.5175426738
479	0.5174649006
480	0.5174055586
481	0.5173498692
482	0.5171455721
483	0.5169514197
484	0.5167690364
485	0.5166632314
486	0.5164869122
487	0.5164372117
488	0.5162947682
489	0.5158592332
490	0.5157578164
491	0.5155407925
492	0.5152598435
493	0.5150310833
494	0.5148553694
495	0.5147495871
496	0.5145624525
497	0.514541263
498	0.514464259
499	0.5143387815
500	0.5142083786
501	0.5141071036
502	0.5139405333
503	0.5138515061
504	0.513779286
505	0.5136371093
506	0.5135894645
507	0.5134838407
508	0.5132995277
509	0.5131580504
510	0.5131505132
511	0.5127423972
512	0.5126913876
513	0.512630924
514	0.5126030224
515	0.5125613178
516	0.5125085771
517	0.5121303198
518	0.5120531274
519	0.511998912
520	0.511980461
521	0.5119484882
522	0.5118387758
523	0.5116776273
524	0.5116359479
525	0.5115870516
526	0.5114273861
527	0.5114018045
528	0.5113437706
529	0.5111440444
530	0.5109738712
531	0.5107536868
532	0.5106973745
533	0.510660367
534	0.5105671504
535	0.5105246026
536	0.5104383651
537	0.5103430098
538	0.5102550567
539	0.5102308044
540	0.5098407664
541	0.5095829953
542	0.5095727859
543	0.5094422216
544	0.5090553855
545	0.5089484392
546	0.50887212
547	0.5088124608
548	0.5087096881
549	0.5086749313
550	0.508634889
551	0.5084911011
552	0.5084125418
553	0.5082931862
554	0.5082831187
555	0.5081857923
556	0.5080485421
557	0.5080095266
558	0.5076058746
559	0.5074986147
560	0.507423859
561	0.5074066613
562	0.5072825801
563	0.5072261049
564	0.5071387977
565	0.5071282161
566	0.5068302558
567	0.5067106937
568	0.5066504914
569	0.5066313521
570	0.5066082632
571	0.5065976529
572	0.5065380869
573	0.506495706
574	0.506323584
575	0.5061716285
576	0.5059920765
577	0.5059518765
578	0.5057229193
579	0.5056714974
580	0.5055715174
581	0.5055684307
582	0.5052643146
583	0.5052472597
584	0.5051745536
585	0.504975097
586	0.5049457679
587	0.5048233634
588	0.5046915933
589	0.5046344266
590	0.5045133749
591	0.5044044893
592	0.5042866983
593	0.5041544765
594	0.5037759128
595	0.5036252261
596	0.5035574947
597	0.5034112535
598	0.5034005392
599	0.503352404
600	0.5032733451
601	0.5032532966
602	0.503199135
603	0.5031573422
604	0.5031026075
605	0.5030073755
606	0.5028071602
607	0.5025591629
608	0.5023930722
609	0.502372614
610	0.5022965373
611	0.5022440159
612	0.5021695838
613	0.5020311796
614	0.5018752866
615	0.501780293
616	0.5014967939
617	0.5014196505
618	0.5013489734
619	0.5012479178
620	0.5011746561
621	0.5010593294
622	0.5009079504
623	0.500868353
624	0.500760057
625	0.5007526693
626	0.5005188747
627	0.5002008819
628	0.5001119324
629	0.5000815001
630	0.5000095563
631	0.4999353177
632	0.4999118462
633	0.4998073279
634	0.4996495409
635	0.4996379382
636	0.4995552717
637	0.4994085156
638	0.4993072042
639	0.4992926049
640	0.499206511
641	0.4991541079
642	0.4991261023
643	0.4989861493
644	0.4987074161
645	0.4984723293
646	0.4983988564
647	0.498325156
648	0.498310575
649	0.498276379
650	0.4982646101
651	0.4981300208
652	0.4981087785
653	0.4977832215
654	0.4976048719
655	0.4974269233
656	0.4973962768
657	0.4972799584
658	0.4971705617
659	0.4971039446
660	0.4969722495
661	0.496951613
662	0.496787092
663	0.4967298927
664	0.4966154538
665	0.4965950191
666	0.4965084642
667	0.4963317306
668	0.4961803385
669	0.4961729071
670	0.496151908
671	0.4960702134
672	0.4960130727
673	0.4959084646
674	0.4958898379
675	0.4958466379
676	0.4958394888
677	0.495440856
678	0.4952291062
679	0.4950986974
680	0.4950406533
681	0.4949709634
682	0.4949249658
683	0.4947966222
684	0.494676909
685	0.4945131443
686	0.4944815184
687	0.494392271
688	0.4943221359
689	0.494080326
690	0.4940451503
691	0.4940008352
692	0.4939160021
693	0.4938787247
694	0.4938540457
695	0.4937643488
696	0.4937624961
697	0.4937078281
698	0.4936588902
699	0.4935953116
700	0.4935190642
701	0.4934301437
702	0.4933138957
703	0.4932244732
704	0.4931741755
705	0.4930983621
706	0.4927465355
707	0.4927266282
708	0.4926649869
709	0.4925480484
710	0.4924419558
711	0.4923078446
712	0.4921493576
713	0.492122964
714	0.4920590058
715	0.491978908
716	0.4918279048
717	0.4917258469
718	0.4916552809
719	0.4915717954
720	0.4914944838
721	0.4914583956
722	0.4911719976
723	0.4910925235
724	0.4910770851
725	0.4910558499
726	0.4910382613
727	0.4910010868
728	0.4909983628
729	0.4907477052
730	0.4906525821
731	0.4906270724
732	0.4905796168
733	0.4905491107
734	0.4902578543
735	0.4900584462
736	0.4899832899
737	0.4898794336
738	0.489823857
739	0.4897605052
740	0.4896439781
741	0.4893485524
742	0.4893046945
743	0.4892593887
744	0.4891899156
745	0.4891342425
746	0.4891265721
747	0.4890128742
748	0.4888623893
749	0.4888359223
750	0.4887243251
751	0.4885623908
752	0.4885182541
753	0.4884736901
754	0.4884501
755	0.488412235
756	0.4881390996
757	0.4880502386
758	0.487862646
759	0.4877762938
760	0.4875336374
761	0.4874608624
762	0.4873390267
763	0.4871376377
764	0.4871192206
765	0.4870503905
766	0.4869289467
767	0.4868179207
768	0.4865957429
769	0.4863344717
770	0.486269848
771	0.4861959641
772	0.4860813715
773	0.4860265863
774	0.4859577208
775	0.4858627575
776	0.4858566572
777	0.4857997923
778	0.4857855012
779	0.4856732089
780	0.4856135575
781	0.4854298123
782	0.4853878881
783	0.4852777766
784	0.4851013283
785	0.4850506421
786	0.4850038365
787	0.4849734424
788	0.4848676214
789	0.4848676157
790	0.4848545615
791	0.4847304337
792	0.484672378
793	0.4845466145
794	0.4842893426
795	0.4841926775
796	0.4840668123
797	0.4840069798
798	0.4839582065
799	0.4838303182
800	0.4837541712
801	0.4836450907
802	0.4836190866
803	0.483567862
804	0.483534865
805	0.4834285586
806	0.483366207
807	0.483240531
808	0.4831834583
809	0.4831261871
810	0.4830457712
811	0.4827487602
812	0.4827244271
813	0.4825843529
814	0.4824943439
815	0.4824152662
816	0.482386758
817	0.4823612475
818	0.4821460533
819	0.4820344076
820	0.4819367079
821	0.48180813
822	0.481766147
823	0.4815959202
824	0.4814415438
825	0.481343906
826	0.481140957
827	0.4810467981
828	0.4807447776
829	0.4806649921
830	0.4806324352
831	0.4805244516
832	0.4803443254
833	0.4803056122
834	0.480284058
835	0.4801550383
836	0.480062393
837	0.4799642491
838	0.479870605
839	0.4797573184
840	0.4796706591
841	0.4794656009
842	0.479294955
843	0.4792494472
844	0.4791629264
845	0.4791417423
846	0.4790636039
847	0.4787857742
848	0.478681083
849	0.4786019896
850	0.478543531
851	0.4783257042
852	0.4782944717
853	0.478206549
854	0.4780142326
855	0.4779749166
856	0.477772989
857	0.477637859
858	0.4775352348
859	0.4774515749
860	0.4773801592
861	0.4772572407
862	0.4771869335
863	0.4770663386
864	0.4768075299
865	0.4765931982
866	0.4763837433
867	0.4762509288
868	0.476200984
869	0.4760459384
870	0.475971125
871	0.4758984473
872	0.4758093564
873	0.4756993428
874	0.4755583694
875	0.4755447203
876	0.4754248643
877	0.4753533671
878	0.4752330061
879	0.4751245319
880	0.4750174276
881	0.4749756571
882	0.474846044
883	0.4746845739
884	0.4746122235
885	0.474567533
886	0.4745113696
887	0.4744811542
888	0.4743070226
889	0.4742758951
890	0.4742664697
891	0.4741510744
892	0.4741057952
893	0.4740151328
894	0.4739647508
895	0.4738376092
896	0.4737051832
897	0.4735600053
898	0.4734976184
899	0.4734865082
900	0.4733904571
901	0.4731697179
902	0.4730625471
903	0.4729902024
904	0.4729731009
905	0.4728088189
906	0.4727685097
907	0.4726684516
908	0.4725433275
909	0.4724482945
910	0.4722858922
911	0.4721825674
912	0.4720702548
913	0.472008842
914	0.4719590363
915	0.4718938773
916	0.4717531565
917	0.471656884
918	0.4715527725
919	0.4714887851
920	0.471415961
921	0.4712300455
922	0.4711788736
923	0.4711349763
924	0.471024247
925	0.470892428
926	0.4707941422
927	0.470669304
928	0.4705212462
929	0.4704831002
930	0.4703012856
931	0.4702377829
932	0.4701713834
933	0.4701065601
934	0.4700200162
935	0.4699665366
936	0.4699350381
937	0.4698320012
938	0.4697580107
939	0.4697270623
940	0.4696544275
941	0.4694153713
942	0.4693478457
943	0.469286154
944	0.4692233872
945	0.469157316
946	0.4690263749
947	0.4689757798
948	0.4688105332
949	0.4687683704
950	0.4686789537
951	0.4685930498
952	0.4684755988
953	0.4683709506
954	0.4682826431
955	0.4681144926
956	0.4679821889
957	0.4677302036
958	0.4676228931
959	0.4675200267
960	0.4674468396
961	0.4673554897
962	0.4673022195
963	0.4670324058
964	0.4669378925
965	0.4669006607
966	0.4668103689
967	0.4667198464
968	0.4665195056
969	0.4663763616
970	0.4662751621
971	0.4662020766
972	0.4660423611
973	0.4658654348
974	0.4658067145
975	0.4657202976
976	0.465627817
977	0.4655891517
978	0.4654663975
979	0.4653327553
980	0.4652261705
981	0.4651270855
982	0.4649981215
983	0.4648980702
984	0.4647852279
985	0.4647183222
986	0.4645989938
987	0.4644617743
988	0.4643125566
989	0.464185552
990	0.4641190585
991	0.4640380618
992	0.4639525026
993	0.4638982827
994	0.4637383495
995	0.4635989996
996	0.4635442441
997	0.4634791194
998	0.4633454279
999	0.4632012792
1000	0.4630606319
1001	0.4628410985
1002	0.4627234725
1003	0.4626458178
1004	0.4625147693
1005	0.4623947257
1006	0.4622715076
1007	0.4621535717
1008	0.4619985715
1009	0.4618587807
1010	0.4617678384
1011	0.4615772078
1012	0.4614578513
1013	0.4612839199
1014	0.4611916425
1015	0.4610800833
1016	0.4609876542
1017	0.4608914001
1018	0.460695497
1019	0.4605420251
1020	0.4604942208
1021	0.4602148731
1022	0.460156581
1023	0.4600220879
1024	0.4599433437
1025	0.459668433
1026	0.4595826074
1027	0.4595213417
1028	0.4593255126
1029	0.4592001814
1030	0.4590766563
1031	0.4588572647
1032	0.4587443723
1033	0.4585712961
1034	0.4584254426
1035	0.4583292165
1036	0.4580507662
1037	0.4579549773
1038	0.4578508909
1039	0.45768717
1040	0.4575447732
1041	0.4574251747
1042	0.4573399315
1043	0.4571559147
1044	0.4569959961
1045	0.4568637196
1046	0.4566113591
1047	0.4565017628
1048	0.4563952996
1049	0.4562971237
1050	0.4560554433
1051	0.455923309
1052	0.4558193849
1053	0.455720857
1054	0.4555701875
1055	0.4554557535
1056	0.4553193627
1057	0.45517242
1058	0.4550273377
1059	0.4549189354
1060	0.4548193631
1061	0.4546877255
1062	0.454529749
1063	0.4544651979
1064	0.4543778553
1065	0.4542516799
1066	0.4541757856
1067	0.45393791
1068	0.4537609072
1069	0.4536324098
1070	0.4535121662
1071	0.4533473794
1072	0.4532744126
1073	0.4531916807
1074	0.453044418
1075	0.4529094024
1076	0.4527962545
1077	0.4525926764
1078	0.4524761784
1079	0.4523903798
1080	0.4522551431
1081	0.4521451253
1082	0.4520447162
1083	0.4519194099
1084	0.4518694328
1085	0.4517605024
1086	0.4516212818
1087	0.4514945703
1088	0.4513282508
1089	0.4512284445
1090	0.45106981
1091	0.4509324552
1092	0.4507873207
1093	0.4506652121
1094	0.4504897269
1095	0.4503370532
1096	0.4501700202
1097	0.4500405871
1098	0.4497228547
1099	0.4496265147
1100	0.4494016533
1101	0.4492976596
1102	0.449216781
1103	0.4490901713
1104	0.4489443097
1105	0.4488110581
1106	0.4486923024
1107	0.4485688771
1108	0.4483506618
1109	0.4482110352
1110	0.4480329458
1111	0.4478887619
1112	0.4478142649
1113	0.4476526151
1114	0.4475652105
1115	0.4474357496
1116	0.4473460644
1117	0.4471776393
1118	0.4470680301
1119	0.4469269804
1120	0.4468525028
1121	0.4467001639
1122	0.4465265152
1123	0.4463998822
1124	0.4462714652
1125	0.4461749941
1126	0.4459783442
1127	0.4457705835
1128	0.4456336361
1129	0.4454505252
1130	0.4453285155
1131	0.4451844028
1132	0.4449513742
1133	0.4447683558
1134	0.4446867674
1135	0.4445653977
1136	0.4444641904
1137	0.4442710297
1138	0.4441789692
1139	0.4440777187
1140	0.4439586768
1141	0.4438307153
1142	0.4436766493
1143	0.4434651897
1144	0.4433612313
1145	0.4432429196
1146	0.4430942461
1147	0.4429881247
1148	0.4428732373
1149	0.4427717668
1150	0.4425560724
1151	0.4424446146
1152	0.4423516542
1153	0.4421637319
1154	0.4420932756
1155	0.4419837739
1156	0.4418172538
1157	0.4416282802
1158	0.4414443472
1159	0.4412910695
1160	0.441096135
1161	0.4409437743
1162	0.440753715
1163	0.4405532548
1164	0.4404884779
1165	0.4403655829
1166	0.4402786071
1167	0.4401843258
1168	0.4401134632
1169	0.439973389
1170	0.4397899453
1171	0.4395900419
1172	0.4394718196
1173	0.4393600013
1174	0.4392336326
1175	0.4390951708
1176	0.4389044734
1177	0.438789468
1178	0.4385945633
1179	0.4384846102
1180	0.4383059299
1181	0.4381583645
1182	0.4380131749
1183	0.437829199
1184	0.4376382422
1185	0.4375222581
1186	0.4373305106
1187	0.4371097899
1188	0.4370170375
1189	0.4368107196
1190	0.4366449601
1191	0.4365757541
1192	0.4364413721
1193	0.4363389547
1194	0.4361621369
1195	0.4360547003
1196	0.4359178834
1197	0.4357005722
1198	0.4355057064
1199	0.435371304
1200	0.4352502847
1201	0.4350903382
1202	0.4349999366
1203	0.4348051523
1204	0.4346522091
1205	0.4344847995
1206	0.4344305438
1207	0.4342807398
1208	0.4340858388
1209	0.4338980848
1210	0.4338094619
1211	0.4336298503
1212	0.4335884828
1213	0.4334588699
1214	0.4333141983
1215	0.433120477
1216	0.4329898131
1217	0.4328406308
1218	0.4327158917
1219	0.4326138909
1220	0.4324259567
1221	0.432305341
1222	0.4321949764
1223	0.4321220168
1224	0.4319910444
1225	0.4318194066
1226	0.4316839599
1227	0.431593879
1228	0.4314713343
1229	0.4313027764
1230	0.431142143
1231	0.4310448279
1232	0.4308986561
1233	0.4307530031
1234	0.4306688845
1235	0.4304824571
1236	0.4304083164
1237	0.4303406455
1238	0.4302848326
1239	0.4301229127
1240	0.4300412154
1241	0.4299602923
1242	0.4298653665
1243	0.42970471
1244	0.4295380673
1245	0.4294185414
1246	0.429245071
1247	0.429153431
1248	0.4290279707
1249	0.4288796076
1250	0.428725071
1251	0.4285813002
1252	0.4285193917
1253	0.4284400292
1254	0.4282843141
1255	0.4282056765
1256	0.4280110961
1257	0.4278901288
1258	0.4277341946
1259	0.4275770469
1260	0.4275346783
1261	0.4273728267
1262	0.4272298507
1263	0.4271009578
1264	0.4269539658
1265	0.4268388209
1266	0.4266846121
1267	0.4265325651
1268	0.4263446602
1269	0.4262566906
1270	0.4261371275
1271	0.4259519221
1272	0.4258130948
1273	0.4256764356
1274	0.4255272692
1275	0.4253790637
1276	0.4252611782
1277	0.4251528312
1278	0.4249959714
1279	0.4248347961
1280	0.4246891905
1281	0.4246355719
1282	0.4245595061
1283	0.4244841505
1284	0.4243498734
1285	0.4242442626
1286	0.424105372
1287	0.423933369
1288	0.4238228149
1289	0.4236608831
1290	0.4235782735
1291	0.423432007
1292	0.4232955068
1293	0.4232064462
1294	0.4230566409
1295	0.4229141818
1296	0.4227592604
1297	0.4226211406
1298	0.4225570993
1299	0.4224046818
1300	0.422242938
1301	0.4221028826
1302	0.4219885119
1303	0.421914614
1304	0.4217599023
1305	0.421647683
1306	0.4215070798
1307	0.4213682287
1308	0.4212939406
1309	0.4212113243
1310	0.4211395219
1311	0.4210683819
1312	0.4209185678
1313	0.4208033154
1314	0.4206725856
1315	0.4205719414
1316	0.4204235696
1317	0.4202770951
1318	0.4201298545
1319	0.4199360374
1320	0.4198083132
1321	0.4197685979
1322	0.4196031348
1323	0.4195188845
1324	0.4194328686
1325	0.4194308858
1326	0.4193917449
1327	0.4192214548
1328	0.4191368256
1329	0.418994585
1330	0.4188819873
1331	0.4187314877
1332	0.4185895663
1333	0.4184571919
1334	0.4183358045
1335	0.4182743559
1336	0.4181369525
1337	0.4179999723
1338	0.4178696529
1339	0.417713963
1340	0.4176446406
1341	0.4174839611
1342	0.4173466798
1343	0.4172161566
1344	0.4170683561
1345	0.4169547108
1346	0.4168862354
1347	0.4167501366
1348	0.4166907658
1349	0.4165279923
1350	0.416391682
1351	0.4163903062
1352	0.4163082546
1353	0.4162034405
1354	0.4161232254
1355	0.4160150566
1356	0.4158970786
1357	0.415841538
1358	0.4156943367
1359	0.4156079085
1360	0.4154442418
1361	0.4153508464
1362	0.4152840214
1363	0.4151048062
1364	0.4150672387
1365	0.4150011224
1366	0.4148745898
1367	0.41474025
1368	0.4146660355
1369	0.414541513
1370	0.4144103907
1371	0.4142430754
1372	0.4141699144
1373	0.4140540263
1374	0.4139358168
1375	0.4138484286
1376	0.4137187445
1377	0.4135657942
1378	0.4134439908
1379	0.4133640108
1380	0.4132394414
1381	0.4131178857
1382	0.4129873642
1383	0.4129219428
1384	0.412852299
1385	0.4127255319
1386	0.4125516437
1387	0.4124092188
1388	0.4123584517
1389	0.4123221385
1390	0.4121610401
1391	0.4120964753
1392	0.4119714358
1393	0.4119267479
1394	0.4118628058
1395	0.4117497685
1396	0.4115980945
1397	0.4115818482
1398	0.4114713816
1399	0.4114700215
1400	0.4114686632
1401	0.4114673066
1402	0.411274575
1403	0.4111901242
1404	0.4110206597
1405	0.4108854563
1406	0.4107734732
1407	0.4105841675
1408	0.4104299948
1409	0.4102998175
1410	0.410178912
1411	0.4100679259
1412	0.4100047794
1413	0.4099546363
1414	0.4098296531
1415	0.4098282178
1416	0.4096991733
1417	0.4096639874
1418	0.4094795653
1419	0.4093563108
1420	0.4092936912
1421	0.4091646185
1422	0.4090551215
1423	0.4089930375
1424	0.4088736175
1425	0.4088179268
1426	0.4086815115
1427	0.4085021852
1428	0.4084345563
1429	0.4083728711
1430	0.4082257365
1431	0.4081739161
1432	0.4080658011
1433	0.4079449383
1434	0.4079435833
1435	0.4078215998
1436	0.4077410641
1437	0.4076079222
1438	0.4074399264
1439	0.4073835085
1440	0.4072581491
1441	0.4071086159
1442	0.407065814
1443	0.4070207581
1444	0.407018933
1445	0.4069005738
1446	0.4067206722
1447	0.4065578009
1448	0.4065237186
1449	0.4064172494
1450	0.4063559837
1451	0.4063542792
1452	0.406336711
1453	0.4062190987
1454	0.4061913311
1455	0.4061189695
1456	0.4059956342
1457	0.4058859735
1458	0.4057703589
1459	0.4057366403
1460	0.4055951016
1461	0.4055933736
1462	0.40548142
1463	0.4054338101
1464	0.4053621955
1465	0.4051906059
1466	0.4050857365
1467	0.4049706692
1468	0.4049067024
1469	0.4047629288
1470	0.4046494791
1471	0.4045700624
1472	0.4045686437
1473	0.4045673325
1474	0.4044045124
1475	0.4043257042
1476	0.4042488503
1477	0.404172624
1478	0.4040699545
1479	0.4039601908
1480	0.40378291
1481	0.4037038248
1482	0.4035910225
1483	0.4035066053
1484	0.4034231539
1485	0.4032920949
1486	0.4032907851
1487	0.4032581216
1488	0.4032417635
1489	0.4031461124
1490	0.4030690324
1491	0.4029323751
1492	0.4028049429
1493	0.4027275143
1494	0.4026454053
1495	0.402560842
1496	0.4024425226
1497	0.4023843715
1498	0.4023360688
1499	0.4023335781
1500	0.4022592157
1501	0.4021832069
1502	0.4021068291
1503	0.4020097634
1504	0.4019565522
1505	0.4018476081
1506	0.4017674787
1507	0.4016203203
1508	0.4015108827
1509	0.4013450626
1510	0.4013163879
1511	0.4011503198
1512	0.4009967237
1513	0.4009490901
